dni,nombre,edad,genero,altura
10000076,Persona76,40,M,1.76
10000077,Persona77,40,F,1.77
10000078,Persona78,40,M,1.78
10000079,Persona79,40,F,1.79
10000080,Persona80,40,M,1.8
10000081,Persona81,40,F,1.81
10000082,Persona82,40,M,1.82
10000083,Persona83,40,F,1.83
10000084,Persona84,40,M,1.84
10000085,Persona85,40,F,1.85
10000086,Persona86,40,M,1.86
10000087,Persona87,40,F,1.87
10000088,Persona88,40,M,1.88
10000089,Persona89,40,F,1.89
10000090,Persona90,40,M,1.9
10000091,Persona91,40,F,1.91
10000092,Persona92,40,M,1.92
10000093,Persona93,40,F,1.93
10000094,Persona94,40,M,1.94
10000095,Persona95,40,F,1.95
10000096,Persona96,40,M,1.96
10000097,Persona97,40,F,1.97
10000098,Persona98,40,M,1.98
10000099,Persona99,40,F,1.99
10000100,Persona100,40,M,1.5
10000101,Persona101,40,F,1.51
10000102,Persona102,40,M,1.52
10000103,Persona103,40,F,1.53
10000104,Persona104,40,M,1.54
10000105,Persona105,40,F,1.55
10000106,Persona106,40,M,1.56
10000107,Persona107,40,F,1.57
10000108,Persona108,40,M,1.58
10000109,Persona109,40,F,1.59
10000110,Persona110,40,M,1.6
10000111,Persona111,40,F,1.61
10000112,Persona112,40,M,1.62
10000113,Persona113,40,F,1.63
10000114,Persona114,40,M,1.64
10000115,Persona115,40,F,1.65
10000116,Persona116,40,M,1.66
10000117,Persona117,40,F,1.67
10000118,Persona118,40,M,1.68
10000119,Persona119,40,F,1.69
10000120,Persona120,40,M,1.7
10000121,Persona121,40,F,1.71
10000122,Persona122,40,M,1.72
10000123,Persona123,40,F,1.73
10000124,Persona124,40,M,1.74
10000125,Persona125,40,F,1.75
10000126,Persona126,40,M,1.76
10000127,Persona127,40,F,1.77
10000128,Persona128,40,M,1.78
10000129,Persona129,40,F,1.79
10000130,Persona130,40,M,1.8
10000131,Persona131,40,F,1.81
10000132,Persona132,40,M,1.82
10000133,Persona133,40,F,1.83
10000134,Persona134,40,M,1.84
10000135,Persona135,40,F,1.85
10000136,Persona136,40,M,1.86
10000137,Persona137,40,F,1.87
10000138,Persona138,40,M,1.88
10000139,Persona139,40,F,1.89
10000140,Persona140,40,M,1.9
10000141,Persona141,40,F,1.91
10000142,Persona142,40,M,1.92
10000143,Persona143,40,F,1.93
10000144,Persona144,40,M,1.94
10000145,Persona145,40,F,1.95
10000146,Persona146,40,M,1.96
10000147,Persona147,40,F,1.97
10000148,Persona148,40,M,1.98
10000149,Persona149,40,F,1.99
10000150,Persona150,40,M,1.5
10000151,Persona151,40,F,1.51
10000152,Persona152,40,M,1.52
10000153,Persona153,40,F,1.53
10000154,Persona154,40,M,1.54
10000155,Persona155,40,F,1.55
10000156,Persona156,40,M,1.56
10000157,Persona157,40,F,1.57
10000158,Persona158,40,M,1.58
10000159,Persona159,40,F,1.59
10000160,Persona160,40,M,1.6
10000161,Persona161,40,F,1.61
10000162,Persona162,40,M,1.62
10000163,Persona163,40,F,1.63
10000164,Persona164,40,M,1.64
10000165,Persona165,40,F,1.65
10000166,Persona166,40,M,1.66
10000167,Persona167,40,F,1.67
10000168,Persona168,40,M,1.68
10000169,Persona169,40,F,1.69
10000170,Persona170,40,M,1.7
10000171,Persona171,40,F,1.71
10000172,Persona172,40,M,1.72
10000173,Persona173,40,F,1.73
10000174,Persona174,40,M,1.74
10000175,Persona175,40,F,1.75
10000176,Persona176,40,M,1.76
10000177,Persona177,40,F,1.77
10000178,Persona178,40,M,1.78
10000179,Persona179,40,F,1.79
10000180,Persona180,40,M,1.8
10000181,Persona181,40,F,1.81
10000182,Persona182,40,M,1.82
10000183,Persona183,40,F,1.83
10000184,Persona184,40,M,1.84
10000185,Persona185,40,F,1.85
10000186,Persona186,40,M,1.86
10000187,Persona187,40,F,1.87
10000188,Persona188,40,M,1.88
10000189,Persona189,40,F,1.89
10000190,Persona190,40,M,1.9
10000191,Persona191,40,F,1.91
10000192,Persona192,40,M,1.92
10000193,Persona193,40,F,1.93
10000194,Persona194,40,M,1.94
10000195,Persona195,40,F,1.95
10000196,Persona196,40,M,1.96
10000197,Persona197,40,F,1.97
10000198,Persona198,40,M,1.98
10000199,Persona199,40,F,1.99
10000200,Persona200,40,M,1.5
10000201,Persona201,40,F,1.51
10000202,Persona202,40,M,1.52
10000203,Persona203,40,F,1.53
10000204,Persona204,40,M,1.54
10000205,Persona205,40,F,1.55
10000206,Persona206,40,M,1.56
10000207,Persona207,40,F,1.57
10000208,Persona208,40,M,1.58
10000209,Persona209,40,F,1.59
10000210,Persona210,40,M,1.6
10000211,Persona211,40,F,1.61
10000212,Persona212,40,M,1.62
10000213,Persona213,40,F,1.63
10000214,Persona214,40,M,1.64
10000215,Persona215,40,F,1.65
10000216,Persona216,40,M,1.66
10000217,Persona217,40,F,1.67
10000218,Persona218,40,M,1.68
10000219,Persona219,40,F,1.69
10000220,Persona220,40,M,1.7
10000221,Persona221,40,F,1.71
10000222,Persona222,40,M,1.72
10000223,Persona223,40,F,1.73
10000224,Persona224,40,M,1.74
10000225,Persona225,40,F,1.75
10000226,Persona226,40,M,1.76
10000227,Persona227,40,F,1.77
10000228,Persona228,40,M,1.78
10000229,Persona229,40,F,1.79
10000230,Persona230,40,M,1.8
10000231,Persona231,40,F,1.81
10000232,Persona232,40,M,1.82
10000233,Persona233,40,F,1.83
10000234,Persona234,40,M,1.84
10000235,Persona235,40,F,1.85
10000236,Persona236,40,M,1.86
10000237,Persona237,40,F,1.87
10000238,Persona238,40,M,1.88
10000239,Persona239,40,F,1.89
10000240,Persona240,40,M,1.9
10000241,Persona241,40,F,1.91
10000242,Persona242,40,M,1.92
10000243,Persona243,40,F,1.93
10000244,Persona244,40,M,1.94
10000245,Persona245,40,F,1.95
10000246,Persona246,40,M,1.96
10000247,Persona247,40,F,1.97
10000248,Persona248,40,M,1.98
10000249,Persona249,40,F,1.99
10000250,Persona250,40,M,1.5
10000251,Persona251,40,F,1.51
10000252,Persona252,40,M,1.52
10000253,Persona253,40,F,1.53
10000254,Persona254,40,M,1.54
10000255,Persona255,40,F,1.55
10000256,Persona256,40,M,1.56
10000257,Persona257,40,F,1.57
10000258,Persona258,40,M,1.58
10000259,Persona259,40,F,1.59
10000260,Persona260,40,M,1.6
10000261,Persona261,40,F,1.61
10000262,Persona262,40,M,1.62
10000263,Persona263,40,F,1.63
10000264,Persona264,40,M,1.64
10000265,Persona265,40,F,1.65
10000266,Persona266,40,M,1.66
10000267,Persona267,40,F,1.67
10000268,Persona268,40,M,1.68
10000269,Persona269,40,F,1.69
10000270,Persona270,40,M,1.7
10000271,Persona271,40,F,1.71
10000272,Persona272,40,M,1.72
10000273,Persona273,40,F,1.73
10000274,Persona274,40,M,1.74
10000275,Persona275,40,F,1.75
10000276,Persona276,40,M,1.76
10000277,Persona277,40,F,1.77
10000278,Persona278,40,M,1.78
10000279,Persona279,40,F,1.79
10000280,Persona280,40,M,1.8
10000281,Persona281,40,F,1.81
10000282,Persona282,40,M,1.82
10000283,Persona283,40,F,1.83
10000284,Persona284,40,M,1.84
10000285,Persona285,40,F,1.85
10000286,Persona286,40,M,1.86
10000287,Persona287,40,F,1.87
10000288,Persona288,40,M,1.88
10000289,Persona289,40,F,1.89
10000290,Persona290,40,M,1.9
10000291,Persona291,40,F,1.91
10000292,Persona292,40,M,1.92
10000293,Persona293,40,F,1.93
10000294,Persona294,40,M,1.94
10000295,Persona295,40,F,1.95
10000296,Persona296,40,M,1.96
10000297,Persona297,40,F,1.97
10000298,Persona298,40,M,1.98
10000299,Persona299,40,F,1.99
10000300,Persona300,40,M,1.5
10000301,Persona301,40,F,1.51
10000302,Persona302,40,M,1.52
10000303,Persona303,40,F,1.53
10000304,Persona304,40,M,1.54
10000305,Persona305,40,F,1.55
10000306,Persona306,40,M,1.56
10000307,Persona307,40,F,1.57
10000308,Persona308,40,M,1.58
10000309,Persona309,40,F,1.59
10000310,Persona310,40,M,1.6
10000311,Persona311,40,F,1.61
10000312,Persona312,40,M,1.62
10000313,Persona313,40,F,1.63
10000314,Persona314,40,M,1.64
10000315,Persona315,40,F,1.65
10000316,Persona316,40,M,1.66
10000317,Persona317,40,F,1.67
10000318,Persona318,40,M,1.68
10000319,Persona319,40,F,1.69
10000320,Persona320,40,M,1.7
10000321,Persona321,40,F,1.71
10000322,Persona322,40,M,1.72
10000323,Persona323,40,F,1.73
10000324,Persona324,40,M,1.74
10000325,Persona325,40,F,1.75
10000326,Persona326,40,M,1.76
10000327,Persona327,40,F,1.77
10000328,Persona328,40,M,1.78
10000329,Persona329,40,F,1.79
10000330,Persona330,40,M,1.8
10000331,Persona331,40,F,1.81
10000332,Persona332,40,M,1.82
10000333,Persona333,40,F,1.83
10000334,Persona334,40,M,1.84
10000335,Persona335,40,F,1.85
10000336,Persona336,40,M,1.86
10000337,Persona337,40,F,1.87
10000338,Persona338,40,M,1.88
10000339,Persona339,40,F,1.89
10000340,Persona340,40,M,1.9
10000341,Persona341,40,F,1.91
10000342,Persona342,40,M,1.92
10000343,Persona343,40,F,1.93
10000344,Persona344,40,M,1.94
10000345,Persona345,40,F,1.95
10000346,Persona346,40,M,1.96
10000347,Persona347,40,F,1.97
10000348,Persona348,40,M,1.98
10000349,Persona349,40,F,1.99
10000350,Persona350,40,M,1.5
10000351,Persona351,40,F,1.51
10000352,Persona352,40,M,1.52
10000353,Persona353,40,F,1.53
10000354,Persona354,40,M,1.54
10000355,Persona355,40,F,1.55
10000356,Persona356,40,M,1.56
10000357,Persona357,40,F,1.57
10000358,Persona358,40,M,1.58
10000359,Persona359,40,F,1.59
10000360,Persona360,40,M,1.6
10000361,Persona361,40,F,1.61
10000362,Persona362,40,M,1.62
10000363,Persona363,40,F,1.63
10000364,Persona364,40,M,1.64
10000365,Persona365,40,F,1.65
10000366,Persona366,40,M,1.66
10000367,Persona367,40,F,1.67
10000368,Persona368,40,M,1.68
10000369,Persona369,40,F,1.69
10000370,Persona370,40,M,1.7
10000371,Persona371,40,F,1.71
10000372,Persona372,40,M,1.72
10000373,Persona373,40,F,1.73
10000374,Persona374,40,M,1.74
10000375,Persona375,40,F,1.75
10000376,Persona376,40,M,1.76
10000377,Persona377,40,F,1.77
10000378,Persona378,40,M,1.78
10000379,Persona379,40,F,1.79
10000380,Persona380,40,M,1.8
10000381,Persona381,40,F,1.81
10000382,Persona382,40,M,1.82
10000383,Persona383,40,F,1.83
10000384,Persona384,40,M,1.84
10000385,Persona385,40,F,1.85
10000386,Persona386,40,M,1.86
10000387,Persona387,40,F,1.87
10000388,Persona388,40,M,1.88
10000389,Persona389,40,F,1.89
10000390,Persona390,40,M,1.9
10000391,Persona391,40,F,1.91
10000392,Persona392,40,M,1.92
10000393,Persona393,40,F,1.93
10000394,Persona394,40,M,1.94
10000395,Persona395,40,F,1.95
10000396,Persona396,40,M,1.96
10000397,Persona397,40,F,1.97
10000398,Persona398,40,M,1.98
10000399,Persona399,40,F,1.99
10000400,Persona400,40,M,1.5
10000401,Persona401,40,F,1.51
10000402,Persona402,40,M,1.52
10000403,Persona403,40,F,1.53
10000404,Persona404,40,M,1.54
10000405,Persona405,40,F,1.55
10000406,Persona406,40,M,1.56
10000407,Persona407,40,F,1.57
10000408,Persona408,40,M,1.58
10000409,Persona409,40,F,1.59
10000410,Persona410,40,M,1.6
10000411,Persona411,40,F,1.61
10000412,Persona412,40,M,1.62
10000413,Persona413,40,F,1.63
10000414,Persona414,40,M,1.64
10000415,Persona415,40,F,1.65
10000416,Persona416,40,M,1.66
10000417,Persona417,40,F,1.67
10000418,Persona418,40,M,1.68
10000419,Persona419,40,F,1.69
10000420,Persona420,40,M,1.7
10000421,Persona421,40,F,1.71
10000422,Persona422,40,M,1.72
10000423,Persona423,40,F,1.73
10000424,Persona424,40,M,1.74
10000425,Persona425,40,F,1.75
10000426,Persona426,40,M,1.76
10000427,Persona427,40,F,1.77
10000428,Persona428,40,M,1.78
10000429,Persona429,40,F,1.79
10000430,Persona430,40,M,1.8
10000431,Persona431,40,F,1.81
10000432,Persona432,40,M,1.82
10000433,Persona433,40,F,1.83
10000434,Persona434,40,M,1.84
10000435,Persona435,40,F,1.85
10000436,Persona436,40,M,1.86
10000437,Persona437,40,F,1.87
10000438,Persona438,40,M,1.88
10000439,Persona439,40,F,1.89
10000440,Persona440,40,M,1.9
10000441,Persona441,40,F,1.91
10000442,Persona442,40,M,1.92
10000443,Persona443,40,F,1.93
10000444,Persona444,40,M,1.94
10000445,Persona445,40,F,1.95
10000446,Persona446,40,M,1.96
10000447,Persona447,40,F,1.97
10000448,Persona448,40,M,1.98
10000449,Persona449,40,F,1.99
10000450,Persona450,40,M,1.5
10000451,Persona451,40,F,1.51
10000452,Persona452,40,M,1.52
10000453,Persona453,40,F,1.53
10000454,Persona454,40,M,1.54
10000455,Persona455,40,F,1.55
10000456,Persona456,40,M,1.56
10000457,Persona457,40,F,1.57
10000458,Persona458,40,M,1.58
10000459,Persona459,40,F,1.59
10000460,Persona460,40,M,1.6
10000461,Persona461,40,F,1.61
10000462,Persona462,40,M,1.62
10000463,Persona463,40,F,1.63
10000464,Persona464,40,M,1.64
10000465,Persona465,40,F,1.65
10000466,Persona466,40,M,1.66
10000467,Persona467,40,F,1.67
10000468,Persona468,40,M,1.68
10000469,Persona469,40,F,1.69
10000470,Persona470,40,M,1.7
10000471,Persona471,40,F,1.71
10000472,Persona472,40,M,1.72
10000473,Persona473,40,F,1.73
10000474,Persona474,40,M,1.74
10000475,Persona475,40,F,1.75
10000476,Persona476,40,M,1.76
10000477,Persona477,40,F,1.77
10000478,Persona478,40,M,1.78
10000479,Persona479,40,F,1.79
10000480,Persona480,40,M,1.8
10000481,Persona481,40,F,1.81
10000482,Persona482,40,M,1.82
10000483,Persona483,40,F,1.83
10000484,Persona484,40,M,1.84
10000485,Persona485,40,F,1.85
10000486,Persona486,40,M,1.86
10000487,Persona487,40,F,1.87
10000488,Persona488,40,M,1.88
10000489,Persona489,40,F,1.89
10000490,Persona490,40,M,1.9
10000491,Persona491,40,F,1.91
10000492,Persona492,40,M,1.92
10000493,Persona493,40,F,1.93
10000494,Persona494,40,M,1.94
10000495,Persona495,40,F,1.95
10000496,Persona496,40,M,1.96
10000497,Persona497,40,F,1.97
10000498,Persona498,40,M,1.98
10000499,Persona499,40,F,1.99
10000500,Persona500,40,M,1.5
10000501,Persona501,40,F,1.51
10000502,Persona502,40,M,1.52
10000503,Persona503,40,F,1.53
10000504,Persona504,40,M,1.54
10000505,Persona505,40,F,1.55
10000506,Persona506,40,M,1.56
10000507,Persona507,40,F,1.57
10000508,Persona508,40,M,1.58
10000509,Persona509,40,F,1.59
10000510,Persona510,40,M,1.6
10000511,Persona511,40,F,1.61
10000512,Persona512,40,M,1.62
10000513,Persona513,40,F,1.63
10000514,Persona514,40,M,1.64
10000515,Persona515,40,F,1.65
10000516,Persona516,40,M,1.66
10000517,Persona517,40,F,1.67
10000518,Persona518,40,M,1.68
10000519,Persona519,40,F,1.69
10000520,Persona520,40,M,1.7
10000521,Persona521,40,F,1.71
10000522,Persona522,40,M,1.72
10000523,Persona523,40,F,1.73
10000524,Persona524,40,M,1.74
10000525,Persona525,40,F,1.75
10000526,Persona526,40,M,1.76
10000527,Persona527,40,F,1.77
10000528,Persona528,40,M,1.78
10000529,Persona529,40,F,1.79
10000530,Persona530,40,M,1.8
10000531,Persona531,40,F,1.81
10000532,Persona532,40,M,1.82
10000533,Persona533,40,F,1.83
10000534,Persona534,40,M,1.84
10000535,Persona535,40,F,1.85
10000536,Persona536,40,M,1.86
10000537,Persona537,40,F,1.87
10000538,Persona538,40,M,1.88
10000539,Persona539,40,F,1.89
10000540,Persona540,40,M,1.9
10000541,Persona541,40,F,1.91
10000542,Persona542,40,M,1.92
10000543,Persona543,40,F,1.93
10000544,Persona544,40,M,1.94
10000545,Persona545,40,F,1.95
10000546,Persona546,40,M,1.96
10000547,Persona547,40,F,1.97
10000548,Persona548,40,M,1.98
10000549,Persona549,40,F,1.99
10000550,Persona550,40,M,1.5
10000551,Persona551,40,F,1.51
10000552,Persona552,40,M,1.52
10000553,Persona553,40,F,1.53
10000554,Persona554,40,M,1.54
10000555,Persona555,40,F,1.55
10000556,Persona556,40,M,1.56
10000557,Persona557,40,F,1.57
10000558,Persona558,40,M,1.58
10000559,Persona559,40,F,1.59
10000560,Persona560,40,M,1.6
10000561,Persona561,40,F,1.61
10000562,Persona562,40,M,1.62
10000563,Persona563,40,F,1.63
10000564,Persona564,40,M,1.64
10000565,Persona565,40,F,1.65
10000566,Persona566,40,M,1.66
10000567,Persona567,40,F,1.67
10000568,Persona568,40,M,1.68
10000569,Persona569,40,F,1.69
10000570,Persona570,40,M,1.7
10000571,Persona571,40,F,1.71
10000572,Persona572,40,M,1.72
10000573,Persona573,40,F,1.73
10000574,Persona574,40,M,1.74
10000575,Persona575,40,F,1.75
10000576,Persona576,40,M,1.76
10000577,Persona577,40,F,1.77
10000578,Persona578,40,M,1.78
10000579,Persona579,40,F,1.79
10000580,Persona580,40,M,1.8
10000581,Persona581,40,F,1.81
10000582,Persona582,40,M,1.82
10000583,Persona583,40,F,1.83
10000584,Persona584,40,M,1.84
10000585,Persona585,40,F,1.85
10000586,Persona586,40,M,1.86
10000587,Persona587,40,F,1.87
10000588,Persona588,40,M,1.88
10000589,Persona589,40,F,1.89
10000590,Persona590,40,M,1.9
10000591,Persona591,40,F,1.91
10000592,Persona592,40,M,1.92
10000593,Persona593,40,F,1.93
10000594,Persona594,40,M,1.94
10000595,Persona595,40,F,1.95
10000596,Persona596,40,M,1.96
10000597,Persona597,40,F,1.97
10000598,Persona598,40,M,1.98
10000599,Persona599,40,F,1.99
10000600,Persona600,40,M,1.5
10000601,Persona601,40,F,1.51
10000602,Persona602,40,M,1.52
10000603,Persona603,40,F,1.53
10000604,Persona604,40,M,1.54
10000605,Persona605,40,F,1.55
10000606,Persona606,40,M,1.56
10000607,Persona607,40,F,1.57
10000608,Persona608,40,M,1.58
10000609,Persona609,40,F,1.59
10000610,Persona610,40,M,1.6
10000611,Persona611,40,F,1.61
10000612,Persona612,40,M,1.62
10000613,Persona613,40,F,1.63
10000614,Persona614,40,M,1.64
10000615,Persona615,40,F,1.65
10000616,Persona616,40,M,1.66
10000617,Persona617,40,F,1.67
10000618,Persona618,40,M,1.68
10000619,Persona619,40,F,1.69
10000620,Persona620,40,M,1.7
10000621,Persona621,40,F,1.71
10000622,Persona622,40,M,1.72
10000623,Persona623,40,F,1.73
10000624,Persona624,40,M,1.74
10000625,Persona625,40,F,1.75
10000626,Persona626,40,M,1.76
10000627,Persona627,40,F,1.77
10000628,Persona628,40,M,1.78
10000629,Persona629,40,F,1.79
10000630,Persona630,40,M,1.8
10000631,Persona631,40,F,1.81
10000632,Persona632,40,M,1.82
10000633,Persona633,40,F,1.83
10000634,Persona634,40,M,1.84
10000635,Persona635,40,F,1.85
10000636,Persona636,40,M,1.86
10000637,Persona637,40,F,1.87
10000638,Persona638,40,M,1.88
10000639,Persona639,40,F,1.89
10000640,Persona640,40,M,1.9
10000641,Persona641,40,F,1.91
10000642,Persona642,40,M,1.92
10000643,Persona643,40,F,1.93
10000644,Persona644,40,M,1.94
10000645,Persona645,40,F,1.95
10000646,Persona646,40,M,1.96
10000647,Persona647,40,F,1.97
10000648,Persona648,40,M,1.98
10000649,Persona649,40,F,1.99
10000650,Persona650,40,M,1.5
10000651,Persona651,40,F,1.51
10000652,Persona652,40,M,1.52
10000653,Persona653,40,F,1.53
10000654,Persona654,40,M,1.54
10000655,Persona655,40,F,1.55
10000656,Persona656,40,M,1.56
10000657,Persona657,40,F,1.57
10000658,Persona658,40,M,1.58
10000659,Persona659,40,F,1.59
10000660,Persona660,40,M,1.6
10000661,Persona661,40,F,1.61
10000662,Persona662,40,M,1.62
10000663,Persona663,40,F,1.63
10000664,Persona664,40,M,1.64
10000665,Persona665,40,F,1.65
10000666,Persona666,40,M,1.66
10000667,Persona667,40,F,1.67
10000668,Persona668,40,M,1.68
10000669,Persona669,40,F,1.69
10000670,Persona670,40,M,1.7
10000671,Persona671,40,F,1.71
10000672,Persona672,40,M,1.72
10000673,Persona673,40,F,1.73
10000674,Persona674,40,M,1.74
10000675,Persona675,40,F,1.75
10000676,Persona676,40,M,1.76
10000677,Persona677,40,F,1.77
10000678,Persona678,40,M,1.78
10000679,Persona679,40,F,1.79
10000680,Persona680,40,M,1.8
10000681,Persona681,40,F,1.81
10000682,Persona682,40,M,1.82
10000683,Persona683,40,F,1.83
10000684,Persona684,40,M,1.84
10000685,Persona685,40,F,1.85
10000686,Persona686,40,M,1.86
10000687,Persona687,40,F,1.87
10000688,Persona688,40,M,1.88
10000689,Persona689,40,F,1.89
10000690,Persona690,40,M,1.9
10000691,Persona691,40,F,1.91
10000692,Persona692,40,M,1.92
10000693,Persona693,40,F,1.93
10000694,Persona694,40,M,1.94
10000695,Persona695,40,F,1.95
10000696,Persona696,40,M,1.96
10000697,Persona697,40,F,1.97
10000698,Persona698,40,M,1.98
10000699,Persona699,40,F,1.99
10000700,Persona700,40,M,1.5
10000701,Persona701,40,F,1.51
10000702,Persona702,40,M,1.52
10000703,Persona703,40,F,1.53
10000704,Persona704,40,M,1.54
10000705,Persona705,40,F,1.55
10000706,Persona706,40,M,1.56
10000707,Persona707,40,F,1.57
10000708,Persona708,40,M,1.58
10000709,Persona709,40,F,1.59
10000710,Persona710,40,M,1.6
10000711,Persona711,40,F,1.61
10000712,Persona712,40,M,1.62
10000713,Persona713,40,F,1.63
10000714,Persona714,40,M,1.64
10000715,Persona715,40,F,1.65
10000716,Persona716,40,M,1.66
10000717,Persona717,40,F,1.67
10000718,Persona718,40,M,1.68
10000719,Persona719,40,F,1.69
10000720,Persona720,40,M,1.7
10000721,Persona721,40,F,1.71
10000722,Persona722,40,M,1.72
10000723,Persona723,40,F,1.73
10000724,Persona724,40,M,1.74
10000725,Persona725,40,F,1.75
10000726,Persona726,40,M,1.76
10000727,Persona727,40,F,1.77
10000728,Persona728,40,M,1.78
10000729,Persona729,40,F,1.79
10000730,Persona730,40,M,1.8
10000731,Persona731,40,F,1.81
10000732,Persona732,40,M,1.82
10000733,Persona733,40,F,1.83
10000734,Persona734,40,M,1.84
10000735,Persona735,40,F,1.85
10000736,Persona736,40,M,1.86
10000737,Persona737,40,F,1.87
10000738,Persona738,40,M,1.88
10000739,Persona739,40,F,1.89
10000740,Persona740,40,M,1.9
10000741,Persona741,40,F,1.91
10000742,Persona742,40,M,1.92
10000743,Persona743,40,F,1.93
10000744,Persona744,40,M,1.94
10000745,Persona745,40,F,1.95
10000746,Persona746,40,M,1.96
10000747,Persona747,40,F,1.97
10000748,Persona748,40,M,1.98
10000749,Persona749,40,F,1.99
10000750,Persona750,40,M,1.5
10000751,Persona751,40,F,1.51
10000752,Persona752,40,M,1.52
10000753,Persona753,40,F,1.53
10000754,Persona754,40,M,1.54
10000755,Persona755,40,F,1.55
10000756,Persona756,40,M,1.56
10000757,Persona757,40,F,1.57
10000758,Persona758,40,M,1.58
10000759,Persona759,40,F,1.59
10000760,Persona760,40,M,1.6
10000761,Persona761,40,F,1.61
10000762,Persona762,40,M,1.62
10000763,Persona763,40,F,1.63
10000764,Persona764,40,M,1.64
10000765,Persona765,40,F,1.65
10000766,Persona766,40,M,1.66
10000767,Persona767,40,F,1.67
10000768,Persona768,40,M,1.68
10000769,Persona769,40,F,1.69
10000770,Persona770,40,M,1.7
10000771,Persona771,40,F,1.71
10000772,Persona772,40,M,1.72
10000773,Persona773,40,F,1.73
10000774,Persona774,40,M,1.74
10000775,Persona775,40,F,1.75
10000776,Persona776,40,M,1.76
10000777,Persona777,40,F,1.77
10000778,Persona778,40,M,1.78
10000779,Persona779,40,F,1.79
10000780,Persona780,40,M,1.8
10000781,Persona781,40,F,1.81
10000782,Persona782,40,M,1.82
10000783,Persona783,40,F,1.83
10000784,Persona784,40,M,1.84
10000785,Persona785,40,F,1.85
10000786,Persona786,40,M,1.86
10000787,Persona787,40,F,1.87
10000788,Persona788,40,M,1.88
10000789,Persona789,40,F,1.89
10000790,Persona790,40,M,1.9
10000791,Persona791,40,F,1.91
10000792,Persona792,40,M,1.92
10000793,Persona793,40,F,1.93
10000794,Persona794,40,M,1.94
10000795,Persona795,40,F,1.95
10000796,Persona796,40,M,1.96
10000797,Persona797,40,F,1.97
10000798,Persona798,40,M,1.98
10000799,Persona799,40,F,1.99
10000800,Persona800,40,M,1.5
10000801,Persona801,40,F,1.51
10000802,Persona802,40,M,1.52
10000803,Persona803,40,F,1.53
10000804,Persona804,40,M,1.54
10000805,Persona805,40,F,1.55
10000806,Persona806,40,M,1.56
10000807,Persona807,40,F,1.57
10000808,Persona808,40,M,1.58
10000809,Persona809,40,F,1.59
10000810,Persona810,40,M,1.6
10000811,Persona811,40,F,1.61
10000812,Persona812,40,M,1.62
10000813,Persona813,40,F,1.63
10000814,Persona814,40,M,1.64
10000815,Persona815,40,F,1.65
10000816,Persona816,40,M,1.66
10000817,Persona817,40,F,1.67
10000818,Persona818,40,M,1.68
10000819,Persona819,40,F,1.69
10000820,Persona820,40,M,1.7
