=== STDOUT ===
Parseo exitoso
SequentialFile scanAll
id	dni	nombre	edad	genero	altura	
211	10000210	Persona21	40	M	1.600000	
212	10000211	Persona21	40	F	1.610000	
213	10000212	Persona21	40	M	1.620000	
214	10000213	Persona21	40	F	1.630000	
215	10000214	Persona21	40	M	1.640000	
216	10000215	Persona21	40	F	1.650000	
217	10000216	Persona21	40	M	1.660000	
218	10000217	Persona21	40	F	1.670000	
219	10000218	Persona21	40	M	1.680000	
220	10000219	Persona21	40	F	1.690000	
221	10000220	Persona22	40	M	1.700000	
222	10000221	Persona22	40	F	1.710000	
223	10000222	Persona22	40	M	1.720000	
224	10000223	Persona22	40	F	1.730000	
225	10000224	Persona22	40	M	1.740000	
226	10000225	Persona22	40	F	1.750000	
227	10000226	Persona22	40	M	1.760000	
228	10000227	Persona22	40	F	1.770000	
229	10000228	Persona22	40	M	1.780000	
230	10000229	Persona22	40	F	1.790000	
231	10000230	Persona23	40	M	1.800000	
232	10000231	Persona23	40	F	1.810000	
233	10000232	Persona23	40	M	1.820000	
234	10000233	Persona23	40	F	1.830000	
235	10000234	Persona23	40	M	1.840000	
236	10000235	Persona23	40	F	1.850000	
237	10000236	Persona23	40	M	1.860000	
238	10000237	Persona23	40	F	1.870000	
239	10000238	Persona23	40	M	1.880000	
240	10000239	Persona23	40	F	1.890000	
241	10000240	Persona24	40	M	1.900000	
242	10000241	Persona24	40	F	1.910000	
243	10000242	Persona24	40	M	1.920000	
244	10000243	Persona24	40	F	1.930000	
245	10000244	Persona24	40	M	1.940000	
246	10000245	Persona24	40	F	1.950000	
247	10000246	Persona24	40	M	1.960000	
248	10000247	Persona24	40	F	1.970000	
249	10000248	Persona24	40	M	1.980000	
250	10000249	Persona24	40	F	1.990000	
251	10000250	Persona25	40	M	1.500000	
252	10000251	Persona25	40	F	1.510000	
253	10000252	Persona25	40	M	1.520000	
254	10000253	Persona25	40	F	1.530000	
255	10000254	Persona25	40	M	1.540000	
256	10000255	Persona25	40	F	1.550000	
257	10000256	Persona25	40	M	1.560000	
258	10000257	Persona25	40	F	1.570000	
259	10000258	Persona25	40	M	1.580000	
260	10000259	Persona25	40	F	1.590000	
261	10000260	Persona26	40	M	1.600000	
262	10000261	Persona26	40	F	1.610000	
263	10000262	Persona26	40	M	1.620000	
264	10000263	Persona26	40	F	1.630000	
265	10000264	Persona26	40	M	1.640000	
266	10000265	Persona26	40	F	1.650000	
267	10000266	Persona26	40	M	1.660000	
268	10000267	Persona26	40	F	1.670000	
269	10000268	Persona26	40	M	1.680000	
270	10000269	Persona26	40	F	1.690000	
271	10000270	Persona27	40	M	1.700000	
272	10000271	Persona27	40	F	1.710000	
273	10000272	Persona27	40	M	1.720000	
274	10000273	Persona27	40	F	1.730000	
275	10000274	Persona27	40	M	1.740000	
276	10000275	Persona27	40	F	1.750000	
277	10000276	Persona27	40	M	1.760000	
278	10000277	Persona27	40	F	1.770000	
279	10000278	Persona27	40	M	1.780000	
280	10000279	Persona27	40	F	1.790000	
281	10000280	Persona28	40	M	1.800000	
282	10000281	Persona28	40	F	1.810000	
283	10000282	Persona28	40	M	1.820000	
284	10000283	Persona28	40	F	1.830000	
285	10000284	Persona28	40	M	1.840000	
286	10000285	Persona28	40	F	1.850000	
287	10000286	Persona28	40	M	1.860000	
288	10000287	Persona28	40	F	1.870000	
289	10000288	Persona28	40	M	1.880000	
290	10000289	Persona28	40	F	1.890000	
291	10000290	Persona29	40	M	1.900000	
292	10000291	Persona29	40	F	1.910000	
293	10000292	Persona29	40	M	1.920000	
294	10000293	Persona29	40	F	1.930000	
295	10000294	Persona29	40	M	1.940000	
296	10000295	Persona29	40	F	1.950000	
297	10000296	Persona29	40	M	1.960000	
298	10000297	Persona29	40	F	1.970000	
299	10000298	Persona29	40	M	1.980000	
300	10000299	Persona29	40	F	1.990000	
301	10000300	Persona30	40	M	1.500000	
302	10000301	Persona30	40	F	1.510000	
303	10000302	Persona30	40	M	1.520000	
304	10000303	Persona30	40	F	1.530000	
305	10000304	Persona30	40	M	1.540000	
306	10000305	Persona30	40	F	1.550000	
307	10000306	Persona30	40	M	1.560000	
308	10000307	Persona30	40	F	1.570000	
309	10000308	Persona30	40	M	1.580000	
310	10000309	Persona30	40	F	1.590000	
311	10000310	Persona31	40	M	1.600000	
312	10000311	Persona31	40	F	1.610000	
313	10000312	Persona31	40	M	1.620000	
314	10000313	Persona31	40	F	1.630000	
315	10000314	Persona31	40	M	1.640000	
316	10000315	Persona31	40	F	1.650000	
317	10000316	Persona31	40	M	1.660000	
318	10000317	Persona31	40	F	1.670000	
319	10000318	Persona31	40	M	1.680000	
320	10000319	Persona31	40	F	1.690000	
321	10000320	Persona32	40	M	1.700000	
322	10000321	Persona32	40	F	1.710000	
323	10000322	Persona32	40	M	1.720000	
324	10000323	Persona32	40	F	1.730000	
325	10000324	Persona32	40	M	1.740000	
326	10000325	Persona32	40	F	1.750000	
327	10000326	Persona32	40	M	1.760000	
328	10000327	Persona32	40	F	1.770000	
329	10000328	Persona32	40	M	1.780000	
330	10000329	Persona32	40	F	1.790000	
331	10000330	Persona33	40	M	1.800000	
332	10000331	Persona33	40	F	1.810000	
333	10000332	Persona33	40	M	1.820000	
334	10000333	Persona33	40	F	1.830000	
335	10000334	Persona33	40	M	1.840000	
336	10000335	Persona33	40	F	1.850000	
337	10000336	Persona33	40	M	1.860000	
338	10000337	Persona33	40	F	1.870000	
339	10000338	Persona33	40	M	1.880000	
340	10000339	Persona33	40	F	1.890000	
341	10000340	Persona34	40	M	1.900000	
342	10000341	Persona34	40	F	1.910000	
343	10000342	Persona34	40	M	1.920000	
344	10000343	Persona34	40	F	1.930000	
345	10000344	Persona34	40	M	1.940000	
346	10000345	Persona34	40	F	1.950000	
347	10000346	Persona34	40	M	1.960000	
348	10000347	Persona34	40	F	1.970000	
349	10000348	Persona34	40	M	1.980000	
350	10000349	Persona34	40	F	1.990000	
351	10000350	Persona35	40	M	1.500000	
352	10000351	Persona35	40	F	1.510000	
353	10000352	Persona35	40	M	1.520000	
354	10000353	Persona35	40	F	1.530000	
355	10000354	Persona35	40	M	1.540000	
356	10000355	Persona35	40	F	1.550000	
357	10000356	Persona35	40	M	1.560000	
358	10000357	Persona35	40	F	1.570000	
359	10000358	Persona35	40	M	1.580000	
360	10000359	Persona35	40	F	1.590000	
361	10000360	Persona36	40	M	1.600000	
362	10000361	Persona36	40	F	1.610000	
363	10000362	Persona36	40	M	1.620000	
364	10000363	Persona36	40	F	1.630000	
365	10000364	Persona36	40	M	1.640000	
366	10000365	Persona36	40	F	1.650000	
367	10000366	Persona36	40	M	1.660000	
368	10000367	Persona36	40	F	1.670000	
369	10000368	Persona36	40	M	1.680000	
370	10000369	Persona36	40	F	1.690000	
371	10000370	Persona37	40	M	1.700000	
372	10000371	Persona37	40	F	1.710000	
373	10000372	Persona37	40	M	1.720000	
374	10000373	Persona37	40	F	1.730000	
375	10000374	Persona37	40	M	1.740000	
376	10000375	Persona37	40	F	1.750000	
377	10000376	Persona37	40	M	1.760000	
378	10000377	Persona37	40	F	1.770000	
379	10000378	Persona37	40	M	1.780000	
380	10000379	Persona37	40	F	1.790000	
381	10000380	Persona38	40	M	1.800000	
382	10000381	Persona38	40	F	1.810000	
383	10000382	Persona38	40	M	1.820000	
384	10000383	Persona38	40	F	1.830000	
385	10000384	Persona38	40	M	1.840000	
386	10000385	Persona38	40	F	1.850000	
387	10000386	Persona38	40	M	1.860000	
388	10000387	Persona38	40	F	1.870000	
389	10000388	Persona38	40	M	1.880000	
390	10000389	Persona38	40	F	1.890000	
391	10000390	Persona39	40	M	1.900000	
392	10000391	Persona39	40	F	1.910000	
393	10000392	Persona39	40	M	1.920000	
394	10000393	Persona39	40	F	1.930000	
395	10000394	Persona39	40	M	1.940000	
396	10000395	Persona39	40	F	1.950000	
397	10000396	Persona39	40	M	1.960000	
398	10000397	Persona39	40	F	1.970000	
399	10000398	Persona39	40	M	1.980000	
400	10000399	Persona39	40	F	1.990000	
401	10000400	Persona40	40	M	1.500000	
402	10000401	Persona40	40	F	1.510000	
403	10000402	Persona40	40	M	1.520000	
404	10000403	Persona40	40	F	1.530000	
405	10000404	Persona40	40	M	1.540000	
406	10000405	Persona40	40	F	1.550000	
407	10000406	Persona40	40	M	1.560000	
408	10000407	Persona40	40	F	1.570000	
409	10000408	Persona40	40	M	1.580000	
410	10000409	Persona40	40	F	1.590000	
411	10000410	Persona41	40	M	1.600000	
412	10000411	Persona41	40	F	1.610000	
413	10000412	Persona41	40	M	1.620000	
414	10000413	Persona41	40	F	1.630000	
415	10000414	Persona41	40	M	1.640000	
416	10000415	Persona41	40	F	1.650000	
417	10000416	Persona41	40	M	1.660000	
418	10000417	Persona41	40	F	1.670000	
419	10000418	Persona41	40	M	1.680000	
420	10000419	Persona41	40	F	1.690000	
421	10000420	Persona42	40	M	1.700000	
422	10000421	Persona42	40	F	1.710000	
423	10000422	Persona42	40	M	1.720000	
424	10000423	Persona42	40	F	1.730000	
425	10000424	Persona42	40	M	1.740000	
426	10000425	Persona42	40	F	1.750000	
427	10000426	Persona42	40	M	1.760000	
428	10000427	Persona42	40	F	1.770000	
429	10000428	Persona42	40	M	1.780000	
430	10000429	Persona42	40	F	1.790000	
431	10000430	Persona43	40	M	1.800000	
432	10000431	Persona43	40	F	1.810000	
433	10000432	Persona43	40	M	1.820000	
434	10000433	Persona43	40	F	1.830000	
435	10000434	Persona43	40	M	1.840000	
436	10000435	Persona43	40	F	1.850000	
437	10000436	Persona43	40	M	1.860000	
438	10000437	Persona43	40	F	1.870000	
439	10000438	Persona43	40	M	1.880000	
440	10000439	Persona43	40	F	1.890000	
441	10000440	Persona44	40	M	1.900000	
442	10000441	Persona44	40	F	1.910000	
443	10000442	Persona44	40	M	1.920000	
444	10000443	Persona44	40	F	1.930000	
445	10000444	Persona44	40	M	1.940000	
446	10000445	Persona44	40	F	1.950000	
447	10000446	Persona44	40	M	1.960000	
448	10000447	Persona44	40	F	1.970000	
449	10000448	Persona44	40	M	1.980000	
450	10000449	Persona44	40	F	1.990000	
451	10000450	Persona45	40	M	1.500000	
452	10000451	Persona45	40	F	1.510000	
453	10000452	Persona45	40	M	1.520000	
454	10000453	Persona45	40	F	1.530000	
455	10000454	Persona45	40	M	1.540000	
456	10000455	Persona45	40	F	1.550000	
457	10000456	Persona45	40	M	1.560000	
458	10000457	Persona45	40	F	1.570000	
459	10000458	Persona45	40	M	1.580000	
460	10000459	Persona45	40	F	1.590000	
461	10000460	Persona46	40	M	1.600000	
462	10000461	Persona46	40	F	1.610000	
463	10000462	Persona46	40	M	1.620000	
464	10000463	Persona46	40	F	1.630000	
465	10000464	Persona46	40	M	1.640000	
466	10000465	Persona46	40	F	1.650000	
467	10000466	Persona46	40	M	1.660000	
468	10000467	Persona46	40	F	1.670000	
469	10000468	Persona46	40	M	1.680000	
470	10000469	Persona46	40	F	1.690000	
471	10000470	Persona47	40	M	1.700000	
472	10000471	Persona47	40	F	1.710000	
473	10000472	Persona47	40	M	1.720000	
474	10000473	Persona47	40	F	1.730000	
475	10000474	Persona47	40	M	1.740000	
476	10000475	Persona47	40	F	1.750000	
477	10000476	Persona47	40	M	1.760000	
478	10000477	Persona47	40	F	1.770000	
479	10000478	Persona47	40	M	1.780000	
480	10000479	Persona47	40	F	1.790000	
481	10000480	Persona48	40	M	1.800000	
482	10000481	Persona48	40	F	1.810000	
483	10000482	Persona48	40	M	1.820000	
484	10000483	Persona48	40	F	1.830000	
485	10000484	Persona48	40	M	1.840000	
486	10000485	Persona48	40	F	1.850000	
487	10000486	Persona48	40	M	1.860000	
488	10000487	Persona48	40	F	1.870000	
489	10000488	Persona48	40	M	1.880000	
490	10000489	Persona48	40	F	1.890000	
491	10000490	Persona49	40	M	1.900000	
492	10000491	Persona49	40	F	1.910000	
493	10000492	Persona49	40	M	1.920000	
494	10000493	Persona49	40	F	1.930000	
495	10000494	Persona49	40	M	1.940000	
496	10000495	Persona49	40	F	1.950000	
497	10000496	Persona49	40	M	1.960000	
498	10000497	Persona49	40	F	1.970000	
499	10000498	Persona49	40	M	1.980000	
500	10000499	Persona49	40	F	1.990000	
501	10000500	Persona50	40	M	1.500000	
502	10000501	Persona50	40	F	1.510000	
503	10000502	Persona50	40	M	1.520000	
504	10000503	Persona50	40	F	1.530000	
505	10000504	Persona50	40	M	1.540000	
506	10000505	Persona50	40	F	1.550000	
507	10000506	Persona50	40	M	1.560000	
508	10000507	Persona50	40	F	1.570000	
509	10000508	Persona50	40	M	1.580000	
510	10000509	Persona50	40	F	1.590000	
511	10000510	Persona51	40	M	1.600000	
512	10000511	Persona51	40	F	1.610000	
513	10000512	Persona51	40	M	1.620000	
514	10000513	Persona51	40	F	1.630000	
515	10000514	Persona51	40	M	1.640000	
516	10000515	Persona51	40	F	1.650000	
517	10000516	Persona51	40	M	1.660000	
518	10000517	Persona51	40	F	1.670000	
519	10000518	Persona51	40	M	1.680000	
520	10000519	Persona51	40	F	1.690000	
521	10000520	Persona52	40	M	1.700000	
522	10000521	Persona52	40	F	1.710000	
523	10000522	Persona52	40	M	1.720000	
524	10000523	Persona52	40	F	1.730000	
525	10000524	Persona52	40	M	1.740000	
526	10000525	Persona52	40	F	1.750000	
527	10000526	Persona52	40	M	1.760000	
528	10000527	Persona52	40	F	1.770000	
529	10000528	Persona52	40	M	1.780000	
530	10000529	Persona52	40	F	1.790000	
531	10000530	Persona53	40	M	1.800000	
532	10000531	Persona53	40	F	1.810000	
533	10000532	Persona53	40	M	1.820000	
534	10000533	Persona53	40	F	1.830000	
535	10000534	Persona53	40	M	1.840000	
536	10000535	Persona53	40	F	1.850000	
537	10000536	Persona53	40	M	1.860000	
538	10000537	Persona53	40	F	1.870000	
539	10000538	Persona53	40	M	1.880000	
540	10000539	Persona53	40	F	1.890000	
541	10000540	Persona54	40	M	1.900000	
542	10000541	Persona54	40	F	1.910000	
543	10000542	Persona54	40	M	1.920000	
544	10000543	Persona54	40	F	1.930000	
545	10000544	Persona54	40	M	1.940000	
546	10000545	Persona54	40	F	1.950000	
547	10000546	Persona54	40	M	1.960000	
548	10000547	Persona54	40	F	1.970000	
549	10000548	Persona54	40	M	1.980000	
550	10000549	Persona54	40	F	1.990000	
551	10000550	Persona55	40	M	1.500000	
552	10000551	Persona55	40	F	1.510000	
553	10000552	Persona55	40	M	1.520000	
554	10000553	Persona55	40	F	1.530000	
555	10000554	Persona55	40	M	1.540000	
556	10000555	Persona55	40	F	1.550000	
557	10000556	Persona55	40	M	1.560000	
558	10000557	Persona55	40	F	1.570000	
559	10000558	Persona55	40	M	1.580000	
560	10000559	Persona55	40	F	1.590000	
561	10000560	Persona56	40	M	1.600000	
562	10000561	Persona56	40	F	1.610000	
563	10000562	Persona56	40	M	1.620000	
564	10000563	Persona56	40	F	1.630000	
565	10000564	Persona56	40	M	1.640000	
566	10000565	Persona56	40	F	1.650000	
567	10000566	Persona56	40	M	1.660000	
568	10000567	Persona56	40	F	1.670000	
569	10000568	Persona56	40	M	1.680000	
570	10000569	Persona56	40	F	1.690000	
571	10000570	Persona57	40	M	1.700000	
572	10000571	Persona57	40	F	1.710000	
573	10000572	Persona57	40	M	1.720000	
574	10000573	Persona57	40	F	1.730000	
575	10000574	Persona57	40	M	1.740000	
576	10000575	Persona57	40	F	1.750000	
577	10000576	Persona57	40	M	1.760000	
578	10000577	Persona57	40	F	1.770000	
579	10000578	Persona57	40	M	1.780000	
580	10000579	Persona57	40	F	1.790000	
581	10000580	Persona58	40	M	1.800000	
582	10000581	Persona58	40	F	1.810000	
583	10000582	Persona58	40	M	1.820000	
584	10000583	Persona58	40	F	1.830000	
585	10000584	Persona58	40	M	1.840000	
586	10000585	Persona58	40	F	1.850000	
587	10000586	Persona58	40	M	1.860000	
588	10000587	Persona58	40	F	1.870000	
589	10000588	Persona58	40	M	1.880000	
590	10000589	Persona58	40	F	1.890000	
591	10000590	Persona59	40	M	1.900000	
592	10000591	Persona59	40	F	1.910000	
593	10000592	Persona59	40	M	1.920000	
594	10000593	Persona59	40	F	1.930000	
595	10000594	Persona59	40	M	1.940000	
596	10000595	Persona59	40	F	1.950000	
597	10000596	Persona59	40	M	1.960000	
598	10000597	Persona59	40	F	1.970000	
599	10000598	Persona59	40	M	1.980000	
600	10000599	Persona59	40	F	1.990000	
601	10000600	Persona60	40	M	1.500000	
602	10000601	Persona60	40	F	1.510000	
603	10000602	Persona60	40	M	1.520000	
604	10000603	Persona60	40	F	1.530000	
605	10000604	Persona60	40	M	1.540000	
606	10000605	Persona60	40	F	1.550000	
607	10000606	Persona60	40	M	1.560000	
608	10000607	Persona60	40	F	1.570000	
609	10000608	Persona60	40	M	1.580000	
610	10000609	Persona60	40	F	1.590000	
611	10000610	Persona61	40	M	1.600000	
612	10000611	Persona61	40	F	1.610000	
613	10000612	Persona61	40	M	1.620000	
614	10000613	Persona61	40	F	1.630000	
615	10000614	Persona61	40	M	1.640000	
616	10000615	Persona61	40	F	1.650000	
617	10000616	Persona61	40	M	1.660000	
618	10000617	Persona61	40	F	1.670000	
619	10000618	Persona61	40	M	1.680000	
620	10000619	Persona61	40	F	1.690000	
621	10000620	Persona62	40	M	1.700000	
622	10000621	Persona62	40	F	1.710000	
623	10000622	Persona62	40	M	1.720000	
624	10000623	Persona62	40	F	1.730000	
625	10000624	Persona62	40	M	1.740000	
626	10000625	Persona62	40	F	1.750000	
627	10000626	Persona62	40	M	1.760000	
628	10000627	Persona62	40	F	1.770000	
629	10000628	Persona62	40	M	1.780000	
630	10000629	Persona62	40	F	1.790000	
631	10000630	Persona63	40	M	1.800000	
632	10000631	Persona63	40	F	1.810000	
633	10000632	Persona63	40	M	1.820000	
634	10000633	Persona63	40	F	1.830000	
635	10000634	Persona63	40	M	1.840000	
636	10000635	Persona63	40	F	1.850000	
637	10000636	Persona63	40	M	1.860000	
638	10000637	Persona63	40	F	1.870000	
639	10000638	Persona63	40	M	1.880000	
640	10000639	Persona63	40	F	1.890000	
641	10000640	Persona64	40	M	1.900000	
642	10000641	Persona64	40	F	1.910000	
643	10000642	Persona64	40	M	1.920000	
644	10000643	Persona64	40	F	1.930000	
645	10000644	Persona64	40	M	1.940000	
646	10000645	Persona64	40	F	1.950000	
647	10000646	Persona64	40	M	1.960000	
648	10000647	Persona64	40	F	1.970000	
649	10000648	Persona64	40	M	1.980000	
650	10000649	Persona64	40	F	1.990000	
651	10000650	Persona65	40	M	1.500000	
652	10000651	Persona65	40	F	1.510000	
653	10000652	Persona65	40	M	1.520000	
654	10000653	Persona65	40	F	1.530000	
655	10000654	Persona65	40	M	1.540000	
656	10000655	Persona65	40	F	1.550000	
657	10000656	Persona65	40	M	1.560000	
658	10000657	Persona65	40	F	1.570000	
659	10000658	Persona65	40	M	1.580000	
660	10000659	Persona65	40	F	1.590000	
661	10000660	Persona66	40	M	1.600000	
